instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weather_label,weekday_label,time_cat
10700,2012-03-26,2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,13,80,93,Summer,Clear,Mon,Malam/Dini Hari (20–04)
10701,2012-03-26,2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,2,46,48,Summer,Clear,Mon,Malam/Dini Hari (20–04)
10702,2012-03-27,2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,1,9,10,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10703,2012-03-27,2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,1,4,5,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10704,2012-03-27,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,7,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10705,2012-03-27,2,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284,0,4,4,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10706,2012-03-27,2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,0,3,3,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10707,2012-03-27,2,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836,1,16,17,Summer,Clear,Tue,Pagi (05–09)
10708,2012-03-27,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,5,96,101,Summer,Clear,Tue,Pagi (05–09)
10709,2012-03-27,2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,9,277,286,Summer,Clear,Tue,Pagi (05–09)
10710,2012-03-27,2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,14,567,581,Summer,Clear,Tue,Pagi (05–09)
10711,2012-03-27,2,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,8,259,267,Summer,Clear,Tue,Pagi (05–09)
10712,2012-03-27,2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,20,118,138,Summer,Clear,Tue,Siang (10–14)
10713,2012-03-27,2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,34,141,175,Summer,Clear,Tue,Siang (10–14)
10714,2012-03-27,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,220,Summer,Clear,Tue,Siang (10–14)
10715,2012-03-27,2,1,3,13,0,2,1,1,0.36,0.3485,0.27,0.0,46,165,211,Summer,Clear,Tue,Siang (10–14)
10716,2012-03-27,2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,37,147,184,Summer,Clear,Tue,Siang (10–14)
10717,2012-03-27,2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0.0,42,158,200,Summer,Clear,Tue,Sore (15–19)
10718,2012-03-27,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,38,267,305,Summer,Clear,Tue,Sore (15–19)
10719,2012-03-27,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,72,542,614,Summer,Clear,Tue,Sore (15–19)
10720,2012-03-27,2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,67,577,644,Summer,Clear,Tue,Sore (15–19)
10721,2012-03-27,2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,40,377,417,Summer,Clear,Tue,Sore (15–19)
10722,2012-03-27,2,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896,28,266,294,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10723,2012-03-27,2,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,21,200,221,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10724,2012-03-27,2,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343,7,127,134,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10725,2012-03-27,2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,5,59,64,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10726,2012-03-28,2,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,1,29,30,Summer,Clear,Wed,Malam/Dini Hari (20–04)
10727,2012-03-28,2,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,0,8,8,Summer,Clear,Wed,Malam/Dini Hari (20–04)
10728,2012-03-28,2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,0,3,3,Summer,Clear,Wed,Malam/Dini Hari (20–04)
10729,2012-03-28,2,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,1,4,5,Summer,Clear,Wed,Malam/Dini Hari (20–04)
10730,2012-03-28,2,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1,0,1,Summer,Clear,Wed,Malam/Dini Hari (20–04)
10731,2012-03-28,2,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985,2,38,40,Summer,Clear,Wed,Pagi (05–09)
10732,2012-03-28,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,4,111,115,Summer,Clear,Wed,Pagi (05–09)
10733,2012-03-28,2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,10,348,358,Summer,Clear,Wed,Pagi (05–09)
10734,2012-03-28,2,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,19,639,658,Summer,Clear,Wed,Pagi (05–09)
10735,2012-03-28,2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,16,298,314,Summer,Clear,Wed,Pagi (05–09)
10736,2012-03-28,2,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179,33,140,173,Summer,Clear,Wed,Siang (10–14)
10737,2012-03-28,2,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,54,168,222,Summer,Clear,Wed,Siang (10–14)
10738,2012-03-28,2,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582,50,218,268,Summer,Mist,Wed,Siang (10–14)
10739,2012-03-28,2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,60,213,273,Summer,Clear,Wed,Siang (10–14)
10740,2012-03-28,2,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,52,169,221,Summer,Clear,Wed,Siang (10–14)
10741,2012-03-28,2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,47,152,199,Summer,Mist,Wed,Sore (15–19)
10742,2012-03-28,2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,51,170,221,Summer,Light Rain/Snow,Wed,Sore (15–19)
10743,2012-03-28,2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,72,532,604,Summer,Clear,Wed,Sore (15–19)
10744,2012-03-28,2,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,61,580,641,Summer,Clear,Wed,Sore (15–19)
10745,2012-03-28,2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,41,415,456,Summer,Clear,Wed,Sore (15–19)
10746,2012-03-28,2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,38,324,362,Summer,Clear,Wed,Malam/Dini Hari (20–04)
10747,2012-03-28,2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,28,233,261,Summer,Clear,Wed,Malam/Dini Hari (20–04)
10748,2012-03-28,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,21,151,172,Summer,Clear,Wed,Malam/Dini Hari (20–04)
10749,2012-03-28,2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,12,81,93,Summer,Clear,Wed,Malam/Dini Hari (20–04)
10750,2012-03-29,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,10,38,48,Summer,Clear,Thu,Malam/Dini Hari (20–04)
10751,2012-03-29,2,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,15,18,33,Summer,Clear,Thu,Malam/Dini Hari (20–04)
10752,2012-03-29,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,0,6,6,Summer,Clear,Thu,Malam/Dini Hari (20–04)
10753,2012-03-29,2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,1,4,5,Summer,Clear,Thu,Malam/Dini Hari (20–04)
10754,2012-03-29,2,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,1,8,9,Summer,Clear,Thu,Malam/Dini Hari (20–04)
10755,2012-03-29,2,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,2,30,32,Summer,Clear,Thu,Pagi (05–09)
10756,2012-03-29,2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,3,114,117,Summer,Clear,Thu,Pagi (05–09)
10757,2012-03-29,2,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,14,353,367,Summer,Clear,Thu,Pagi (05–09)
10758,2012-03-29,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,26,628,654,Summer,Clear,Thu,Pagi (05–09)
10759,2012-03-29,2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,22,299,321,Summer,Clear,Thu,Pagi (05–09)
10760,2012-03-29,2,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,42,124,166,Summer,Clear,Thu,Siang (10–14)
10761,2012-03-29,2,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,54,166,220,Summer,Clear,Thu,Siang (10–14)
10762,2012-03-29,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,292,Summer,Clear,Thu,Siang (10–14)
10763,2012-03-29,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,273,Summer,Clear,Thu,Siang (10–14)
10764,2012-03-29,2,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,63,175,238,Summer,Clear,Thu,Siang (10–14)
10765,2012-03-29,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,109,198,307,Summer,Clear,Thu,Sore (15–19)
10766,2012-03-29,2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,67,321,388,Summer,Clear,Thu,Sore (15–19)
10767,2012-03-29,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,83,620,703,Summer,Clear,Thu,Sore (15–19)
10768,2012-03-29,2,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,83,598,681,Summer,Clear,Thu,Sore (15–19)
10769,2012-03-29,2,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,47,421,468,Summer,Clear,Thu,Sore (15–19)
10770,2012-03-29,2,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,34,301,335,Summer,Clear,Thu,Malam/Dini Hari (20–04)
10771,2012-03-29,2,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,10,214,224,Summer,Clear,Thu,Malam/Dini Hari (20–04)
10772,2012-03-29,2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,17,135,152,Summer,Clear,Thu,Malam/Dini Hari (20–04)
10773,2012-03-29,2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,17,77,94,Summer,Clear,Thu,Malam/Dini Hari (20–04)
10774,2012-03-30,2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,10,49,59,Summer,Clear,Fri,Malam/Dini Hari (20–04)
10775,2012-03-30,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,6,21,27,Summer,Clear,Fri,Malam/Dini Hari (20–04)
10776,2012-03-30,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7,Summer,Clear,Fri,Malam/Dini Hari (20–04)
10777,2012-03-30,2,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,0,7,7,Summer,Clear,Fri,Malam/Dini Hari (20–04)
10778,2012-03-30,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,1,1,2,Summer,Clear,Fri,Malam/Dini Hari (20–04)
10779,2012-03-30,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,0,26,26,Summer,Clear,Fri,Pagi (05–09)
10780,2012-03-30,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81,86,Summer,Clear,Fri,Pagi (05–09)
10781,2012-03-30,2,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,289,Summer,Clear,Fri,Pagi (05–09)
10782,2012-03-30,2,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,593,Summer,Clear,Fri,Pagi (05–09)
10783,2012-03-30,2,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,321,Summer,Clear,Fri,Pagi (05–09)
10784,2012-03-30,2,1,3,10,0,5,1,2,0.36,0.3636,0.57,0.1045,50,137,187,Summer,Mist,Fri,Siang (10–14)
10785,2012-03-30,2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0.0,48,153,201,Summer,Mist,Fri,Siang (10–14)
10786,2012-03-30,2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0.0,62,208,270,Summer,Mist,Fri,Siang (10–14)
10787,2012-03-30,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0.0,44,198,242,Summer,Light Rain/Snow,Fri,Siang (10–14)
10788,2012-03-30,2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0.0,56,173,229,Summer,Light Rain/Snow,Fri,Siang (10–14)
10789,2012-03-30,2,1,3,15,0,5,1,3,0.42,0.4242,0.54,0.0,73,207,280,Summer,Light Rain/Snow,Fri,Sore (15–19)
10790,2012-03-30,2,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836,75,292,367,Summer,Light Rain/Snow,Fri,Sore (15–19)
10791,2012-03-30,2,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239,93,513,606,Summer,Mist,Fri,Sore (15–19)
10792,2012-03-30,2,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,68,492,560,Summer,Clear,Fri,Sore (15–19)
10793,2012-03-30,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,395,Summer,Clear,Fri,Sore (15–19)
10794,2012-03-30,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,17,192,209,Summer,Clear,Fri,Malam/Dini Hari (20–04)
10795,2012-03-30,2,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,30,190,220,Summer,Clear,Fri,Malam/Dini Hari (20–04)
10796,2012-03-30,2,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,23,130,153,Summer,Clear,Fri,Malam/Dini Hari (20–04)
10797,2012-03-30,2,1,3,23,0,5,1,1,0.36,0.3788,0.71,0.0,16,107,123,Summer,Clear,Fri,Malam/Dini Hari (20–04)
10798,2012-03-31,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,12,80,92,Summer,Clear,Sat,Malam/Dini Hari (20–04)
10799,2012-03-31,2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,17,65,82,Summer,Mist,Sat,Malam/Dini Hari (20–04)
10800,2012-03-31,2,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,14,55,69,Summer,Mist,Sat,Malam/Dini Hari (20–04)
10801,2012-03-31,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,10,21,31,Summer,Clear,Sat,Malam/Dini Hari (20–04)
10802,2012-03-31,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,8,Summer,Clear,Sat,Malam/Dini Hari (20–04)
10803,2012-03-31,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,0,5,5,Summer,Clear,Sat,Pagi (05–09)
10804,2012-03-31,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,7,16,23,Summer,Mist,Sat,Pagi (05–09)
10805,2012-03-31,2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,5,39,44,Summer,Mist,Sat,Pagi (05–09)
10806,2012-03-31,2,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194,19,126,145,Summer,Mist,Sat,Pagi (05–09)
10807,2012-03-31,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,62,161,223,Summer,Mist,Sat,Pagi (05–09)
10808,2012-03-31,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,108,205,313,Summer,Mist,Sat,Siang (10–14)
10809,2012-03-31,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463,Summer,Clear,Sat,Siang (10–14)
10810,2012-03-31,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,263,358,621,Summer,Clear,Sat,Siang (10–14)
10811,2012-03-31,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,265,373,638,Summer,Clear,Sat,Siang (10–14)
10812,2012-03-31,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,240,311,551,Summer,Mist,Sat,Siang (10–14)
10813,2012-03-31,2,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,275,330,605,Summer,Mist,Sat,Sore (15–19)
10814,2012-03-31,2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,243,292,535,Summer,Mist,Sat,Sore (15–19)
10815,2012-03-31,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,238,305,543,Summer,Clear,Sat,Sore (15–19)
10816,2012-03-31,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,341,Summer,Mist,Sat,Sore (15–19)
10817,2012-03-31,2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,93,191,284,Summer,Clear,Sat,Sore (15–19)
10818,2012-03-31,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,52,156,208,Summer,Mist,Sat,Malam/Dini Hari (20–04)
10819,2012-03-31,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,36,107,143,Summer,Mist,Sat,Malam/Dini Hari (20–04)
10820,2012-03-31,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,40,116,156,Summer,Mist,Sat,Malam/Dini Hari (20–04)
10821,2012-03-31,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836,12,100,112,Summer,Mist,Sat,Malam/Dini Hari (20–04)
10822,2012-04-01,2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,8,59,67,Summer,Mist,Sun,Malam/Dini Hari (20–04)
10823,2012-04-01,2,1,4,1,0,0,0,2,0.36,0.3485,0.76,0.1642,13,49,62,Summer,Mist,Sun,Malam/Dini Hari (20–04)
10824,2012-04-01,2,1,4,2,0,0,0,2,0.36,0.3485,0.76,0.1642,20,61,81,Summer,Mist,Sun,Malam/Dini Hari (20–04)
10825,2012-04-01,2,1,4,3,0,0,0,2,0.34,0.3333,0.81,0.1343,4,21,25,Summer,Mist,Sun,Malam/Dini Hari (20–04)
10826,2012-04-01,2,1,4,4,0,0,0,2,0.34,0.3485,0.81,0.0896,3,9,12,Summer,Mist,Sun,Malam/Dini Hari (20–04)
10827,2012-04-01,2,1,4,5,0,0,0,2,0.34,0.3485,0.81,0.0896,8,10,18,Summer,Mist,Sun,Pagi (05–09)
10828,2012-04-01,2,1,4,6,0,0,0,2,0.36,0.3485,0.76,0.1343,9,88,97,Summer,Mist,Sun,Pagi (05–09)
10829,2012-04-01,2,1,4,7,0,0,0,2,0.36,0.3485,0.71,0.1343,29,55,84,Summer,Mist,Sun,Pagi (05–09)
10830,2012-04-01,2,1,4,8,0,0,0,2,0.36,0.3636,0.76,0.0896,37,88,125,Summer,Mist,Sun,Pagi (05–09)
10831,2012-04-01,2,1,4,9,0,0,0,2,0.36,0.3485,0.81,0.1343,102,173,275,Summer,Mist,Sun,Pagi (05–09)
10832,2012-04-01,2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045,132,228,360,Summer,Mist,Sun,Siang (10–14)
10833,2012-04-01,2,1,4,11,0,0,0,2,0.4,0.4091,0.71,0.194,180,271,451,Summer,Mist,Sun,Siang (10–14)
10834,2012-04-01,2,1,4,12,0,0,0,2,0.42,0.4242,0.67,0.2239,187,258,445,Summer,Mist,Sun,Siang (10–14)
10835,2012-04-01,2,1,4,13,0,0,0,2,0.44,0.4394,0.62,0.194,190,274,464,Summer,Mist,Sun,Siang (10–14)
10836,2012-04-01,2,1,4,14,0,0,0,2,0.48,0.4697,0.55,0.2239,283,278,561,Summer,Mist,Sun,Siang (10–14)
10837,2012-04-01,2,1,4,15,0,0,0,1,0.5,0.4848,0.55,0.2537,295,278,573,Summer,Clear,Sun,Sore (15–19)
10838,2012-04-01,2,1,4,16,0,0,0,1,0.52,0.5,0.52,0.2537,236,275,511,Summer,Clear,Sun,Sore (15–19)
10839,2012-04-01,2,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836,232,323,555,Summer,Clear,Sun,Sore (15–19)
10840,2012-04-01,2,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,153,279,432,Summer,Clear,Sun,Sore (15–19)
10841,2012-04-01,2,1,4,19,0,0,0,1,0.52,0.5,0.55,0.2239,110,236,346,Summer,Clear,Sun,Sore (15–19)
10842,2012-04-01,2,1,4,20,0,0,0,2,0.5,0.4848,0.59,0.2239,66,166,232,Summer,Mist,Sun,Malam/Dini Hari (20–04)
10843,2012-04-01,2,1,4,21,0,0,0,2,0.5,0.4848,0.59,0.1642,33,101,134,Summer,Mist,Sun,Malam/Dini Hari (20–04)
10844,2012-04-01,2,1,4,22,0,0,0,3,0.5,0.4848,0.63,0.1045,7,61,68,Summer,Light Rain/Snow,Sun,Malam/Dini Hari (20–04)
10845,2012-04-01,2,1,4,23,0,0,0,3,0.46,0.4545,0.72,0.0,10,53,63,Summer,Light Rain/Snow,Sun,Malam/Dini Hari (20–04)
10846,2012-04-02,2,1,4,0,0,1,1,3,0.44,0.4394,0.82,0.1045,6,11,17,Summer,Light Rain/Snow,Mon,Malam/Dini Hari (20–04)
10847,2012-04-02,2,1,4,1,0,1,1,3,0.42,0.4242,0.88,0.0896,0,5,5,Summer,Light Rain/Snow,Mon,Malam/Dini Hari (20–04)
10848,2012-04-02,2,1,4,2,0,1,1,3,0.44,0.4394,0.94,0.1343,2,3,5,Summer,Light Rain/Snow,Mon,Malam/Dini Hari (20–04)
10849,2012-04-02,2,1,4,4,0,1,1,1,0.4,0.4091,0.76,0.4925,2,2,4,Summer,Clear,Mon,Malam/Dini Hari (20–04)
10850,2012-04-02,2,1,4,5,0,1,1,1,0.4,0.4091,0.76,0.4925,2,22,24,Summer,Clear,Mon,Pagi (05–09)
10851,2012-04-02,2,1,4,6,0,1,1,1,0.36,0.3182,0.71,0.4627,6,104,110,Summer,Clear,Mon,Pagi (05–09)
10852,2012-04-02,2,1,4,7,0,1,1,1,0.34,0.303,0.66,0.3881,12,294,306,Summer,Clear,Mon,Pagi (05–09)
10853,2012-04-02,2,1,4,8,0,1,1,1,0.36,0.3333,0.57,0.3284,36,553,589,Summer,Clear,Mon,Pagi (05–09)
10854,2012-04-02,2,1,4,9,0,1,1,1,0.38,0.3939,0.54,0.3582,52,265,317,Summer,Clear,Mon,Pagi (05–09)
10855,2012-04-02,2,1,4,10,0,1,1,1,0.4,0.4091,0.5,0.5224,85,119,204,Summer,Clear,Mon,Siang (10–14)
10856,2012-04-02,2,1,4,11,0,1,1,1,0.42,0.4242,0.47,0.4478,81,128,209,Summer,Clear,Mon,Siang (10–14)
10857,2012-04-02,2,1,4,12,0,1,1,1,0.44,0.4394,0.44,0.4478,100,181,281,Summer,Clear,Mon,Siang (10–14)
10858,2012-04-02,2,1,4,13,0,1,1,1,0.46,0.4545,0.36,0.2985,97,184,281,Summer,Clear,Mon,Siang (10–14)
10859,2012-04-02,2,1,4,14,0,1,1,1,0.46,0.4545,0.31,0.4179,127,141,268,Summer,Clear,Mon,Siang (10–14)
10860,2012-04-02,2,1,4,15,0,1,1,1,0.48,0.4697,0.33,0.4179,132,192,324,Summer,Clear,Mon,Sore (15–19)
10861,2012-04-02,2,1,4,16,0,1,1,1,0.5,0.4848,0.34,0.3284,104,291,395,Summer,Clear,Mon,Sore (15–19)
10862,2012-04-02,2,1,4,17,0,1,1,1,0.5,0.4848,0.29,0.2836,128,601,729,Summer,Clear,Mon,Sore (15–19)
10863,2012-04-02,2,1,4,18,0,1,1,1,0.5,0.4848,0.27,0.2537,75,543,618,Summer,Clear,Mon,Sore (15–19)
10864,2012-04-02,2,1,4,19,0,1,1,1,0.5,0.4848,0.27,0.2537,66,428,494,Summer,Clear,Mon,Sore (15–19)
10865,2012-04-02,2,1,4,20,0,1,1,1,0.46,0.4545,0.31,0.1642,48,281,329,Summer,Clear,Mon,Malam/Dini Hari (20–04)
10866,2012-04-02,2,1,4,21,0,1,1,1,0.46,0.4545,0.28,0.1343,24,214,238,Summer,Clear,Mon,Malam/Dini Hari (20–04)
10867,2012-04-02,2,1,4,22,0,1,1,1,0.42,0.4242,0.44,0.194,17,106,123,Summer,Clear,Mon,Malam/Dini Hari (20–04)
10868,2012-04-02,2,1,4,23,0,1,1,1,0.44,0.4394,0.35,0.1642,6,60,66,Summer,Clear,Mon,Malam/Dini Hari (20–04)
10869,2012-04-03,2,1,4,0,0,2,1,1,0.4,0.4091,0.43,0.1343,1,32,33,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10870,2012-04-03,2,1,4,1,0,2,1,1,0.38,0.3939,0.46,0.2239,0,11,11,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10871,2012-04-03,2,1,4,2,0,2,1,1,0.36,0.3485,0.53,0.1642,0,5,5,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10872,2012-04-03,2,1,4,3,0,2,1,1,0.38,0.3939,0.46,0.0,0,3,3,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10873,2012-04-03,2,1,4,4,0,2,1,1,0.32,0.3333,0.66,0.0896,0,1,1,Summer,Clear,Tue,Malam/Dini Hari (20–04)
10874,2012-04-03,2,1,4,5,0,2,1,1,0.32,0.3333,0.66,0.0896,2,25,27,Summer,Clear,Tue,Pagi (05–09)
10875,2012-04-03,2,1,4,6,0,2,1,1,0.3,0.3182,0.61,0.0896,2,98,100,Summer,Clear,Tue,Pagi (05–09)
10876,2012-04-03,2,1,4,7,0,2,1,1,0.32,0.3333,0.66,0.0896,14,327,341,Summer,Clear,Tue,Pagi (05–09)
10877,2012-04-03,2,1,4,8,0,2,1,1,0.34,0.3636,0.57,0.0,27,577,604,Summer,Clear,Tue,Pagi (05–09)
10878,2012-04-03,2,1,4,9,0,2,1,1,0.42,0.4242,0.38,0.0896,54,354,408,Summer,Clear,Tue,Pagi (05–09)
10879,2012-04-03,2,1,4,10,0,2,1,1,0.44,0.4394,0.33,0.0,77,142,219,Summer,Clear,Tue,Siang (10–14)
10880,2012-04-03,2,1,4,11,0,2,1,1,0.48,0.4697,0.23,0.0,91,167,258,Summer,Clear,Tue,Siang (10–14)
10881,2012-04-03,2,1,4,12,0,2,1,1,0.52,0.5,0.25,0.0,101,230,331,Summer,Clear,Tue,Siang (10–14)
10882,2012-04-03,2,1,4,13,0,2,1,1,0.56,0.5303,0.19,0.2537,120,225,345,Summer,Clear,Tue,Siang (10–14)
10883,2012-04-03,2,1,4,14,0,2,1,1,0.56,0.5303,0.21,0.2239,120,191,311,Summer,Clear,Tue,Siang (10–14)
10884,2012-04-03,2,1,4,15,0,2,1,1,0.6,0.5909,0.2,0.194,109,207,316,Summer,Clear,Tue,Sore (15–19)
10885,2012-04-03,2,1,4,16,0,2,1,1,0.62,0.6061,0.21,0.1642,145,340,485,Summer,Clear,Tue,Sore (15–19)
10886,2012-04-03,2,1,4,17,0,2,1,1,0.62,0.6061,0.17,0.194,123,634,757,Summer,Clear,Tue,Sore (15–19)
10887,2012-04-03,2,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,139,661,800,Summer,Clear,Tue,Sore (15–19)
